"Query","UTC DateTime","Response"
"wadhwa",04/26/2017 20:44:36,"{""query"":""Wadhwa"",""intents"":[{""intent"":""None"",""score"":0.6070128},{""intent"":""Interests"",""score"":0.138525441},{""intent"":""Education"",""score"":0.0459923},{""intent"":""skills"",""score"":0.03305011},{""intent"":""languages"",""score"":0.0210916176},{""intent"":""workExperience"",""score"":0.00355600449},{""intent"":""Internship"",""score"":0.002675045},{""intent"":""Research"",""score"":1.36729454E-07}],""entities"":[]}"
"7 out of 7",04/26/2017 20:44:36,"{""query"":""7 out of 7 "",""intents"":[{""intent"":""None"",""score"":0.473576874},{""intent"":""Interests"",""score"":0.0695349053},{""intent"":""languages"",""score"":0.0502171926},{""intent"":""workExperience"",""score"":0.0255683213},{""intent"":""Education"",""score"":0.0232915413},{""intent"":""skills"",""score"":0.02270545},{""intent"":""Internship"",""score"":0.0147656994},{""intent"":""Research"",""score"":7.08293E-07}],""entities"":[]}"
"law chambers, delhi",04/26/2017 20:44:38,"{""query"":"" Law Chambers, Delhi"",""intents"":[{""intent"":""None"",""score"":0.386875838},{""intent"":""Interests"",""score"":0.06775467},{""intent"":""languages"",""score"":0.0538677722},{""intent"":""workExperience"",""score"":0.0282231923},{""intent"":""Education"",""score"":0.02697317},{""intent"":""skills"",""score"":0.0238417126},{""intent"":""Internship"",""score"":0.01702401},{""intent"":""Research"",""score"":1.73746821E-06}],""entities"":[]}"
"anirudh",04/26/2017 20:44:38,"{""query"":""Anirudh"",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"second year (4th semester)",04/26/2017 20:44:38,"{""query"":""Second year  (4th Semester) "",""intents"":[{""intent"":""None"",""score"":0.44297567},{""intent"":""languages"",""score"":0.05890229},{""intent"":""Interests"",""score"":0.05672922},{""intent"":""workExperience"",""score"":0.0353064649},{""intent"":""Internship"",""score"":0.01864336},{""intent"":""skills"",""score"":0.016946096},{""intent"":""Education"",""score"":0.0149139874},{""intent"":""Research"",""score"":8.755915E-07}],""entities"":[]}"
"position of",04/26/2017 20:44:51,"{""query"":""POSITION OF"",""intents"":[{""intent"":""None"",""score"":0.4083144},{""intent"":""Interests"",""score"":0.09115529},{""intent"":""Education"",""score"":0.0544564947},{""intent"":""languages"",""score"":0.04304149},{""intent"":""skills"",""score"":0.0374951},{""intent"":""workExperience"",""score"":0.0177021343},{""intent"":""Internship"",""score"":0.0124176955},{""intent"":""Research"",""score"":1.61223261E-06}],""entities"":[]}"
"january)",04/26/2017 20:44:51,"{""query"":"" January)"",""intents"":[{""intent"":""None"",""score"":0.307523131},{""intent"":""Interests"",""score"":0.088328436},{""intent"":""Education"",""score"":0.0649318844},{""intent"":""languages"",""score"":0.0469942428},{""intent"":""skills"",""score"":0.0398030244},{""intent"":""workExperience"",""score"":0.0200348627},{""intent"":""Internship"",""score"":0.01482634},{""intent"":""Research"",""score"":4.91756873E-06}],""entities"":[]}"
"centre for transnational commercial law(ctcl)",04/26/2017 20:44:51,"{""query"":""Centre for Transnational Commercial Law(CTCL)"",""intents"":[{""intent"":""None"",""score"":0.545854032},{""intent"":""languages"",""score"":0.05663257},{""intent"":""Interests"",""score"":0.0517276227},{""intent"":""workExperience"",""score"":0.0333738253},{""intent"":""Internship"",""score"":0.0155441472},{""intent"":""skills"",""score"":0.0119218631},{""intent"":""Education"",""score"":0.008046291},{""intent"":""Research"",""score"":2.62118164E-07}],""entities"":[]}"
"december -8",04/26/2017 20:44:51,"{""query"":"" December -8"",""intents"":[{""intent"":""None"",""score"":0.35116905},{""intent"":""Interests"",""score"":0.07613056},{""intent"":""languages"",""score"":0.0507556945},{""intent"":""Education"",""score"":0.0397557281},{""intent"":""skills"",""score"":0.0298545547},{""intent"":""workExperience"",""score"":0.0243081357},{""intent"":""Internship"",""score"":0.01602716},{""intent"":""Research"",""score"":2.73710452E-06}],""entities"":[]}"
"july 2016)",04/26/2017 20:44:51,"{""query"":"" July 2016)"",""intents"":[{""intent"":""None"",""score"":0.35116905},{""intent"":""Interests"",""score"":0.07613056},{""intent"":""languages"",""score"":0.0507556945},{""intent"":""Education"",""score"":0.0397557281},{""intent"":""skills"",""score"":0.0298545547},{""intent"":""workExperience"",""score"":0.0243081357},{""intent"":""Internship"",""score"":0.01602716},{""intent"":""Research"",""score"":2.73710452E-06}],""entities"":[]}"
", national law university, delhi.",04/26/2017 20:44:51,"{""query"":"", National Law University, Delhi."",""intents"":[{""intent"":""None"",""score"":0.465735465},{""intent"":""languages"",""score"":0.0610200576},{""intent"":""Interests"",""score"":0.0528393127},{""intent"":""workExperience"",""score"":0.0385689251},{""intent"":""Internship"",""score"":0.0193270948},{""intent"":""skills"",""score"":0.0147899538},{""intent"":""Education"",""score"":0.0117687061},{""intent"":""Research"",""score"":6.67099E-07}],""entities"":[]}"
"wadhwa",04/26/2017 20:44:51,"{""query"":""Wadhwa"",""intents"":[{""intent"":""None"",""score"":0.6070128},{""intent"":""Interests"",""score"":0.138525441},{""intent"":""Education"",""score"":0.0459923},{""intent"":""skills"",""score"":0.03305011},{""intent"":""languages"",""score"":0.0210916176},{""intent"":""workExperience"",""score"":0.00355600449},{""intent"":""Internship"",""score"":0.002675045},{""intent"":""Research"",""score"":1.36729454E-07}],""entities"":[]}"
"responsibility",04/26/2017 20:44:51,"{""query"":"" RESPONSIBILITY"",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"july 2016-21",04/26/2017 20:44:51,"{""query"":"" July 2016-21"",""intents"":[{""intent"":""None"",""score"":0.386875838},{""intent"":""Interests"",""score"":0.06775467},{""intent"":""languages"",""score"":0.0538677722},{""intent"":""workExperience"",""score"":0.0282231923},{""intent"":""Education"",""score"":0.02697317},{""intent"":""skills"",""score"":0.0238417126},{""intent"":""Internship"",""score"":0.01702401},{""intent"":""Research"",""score"":1.73746821E-06}],""entities"":[]}"
"virendra",04/26/2017 20:44:53,"{""query"":""Virendra"",""intents"":[{""intent"":""None"",""score"":0.6070128},{""intent"":""Interests"",""score"":0.138525441},{""intent"":""Education"",""score"":0.0459923},{""intent"":""skills"",""score"":0.03305011},{""intent"":""languages"",""score"":0.0210916176},{""intent"":""workExperience"",""score"":0.00355600449},{""intent"":""Internship"",""score"":0.002675045},{""intent"":""Research"",""score"":1.36729454E-07}],""entities"":[]}"
"bahadur",04/26/2017 20:44:53,"{""query"":""Bahadur"",""intents"":[{""intent"":""None"",""score"":0.251517415},{""intent"":""Education"",""score"":0.125824362},{""intent"":""Interests"",""score"":0.108512275},{""intent"":""skills"",""score"":0.0593393333},{""intent"":""languages"",""score"":0.0421404354},{""intent"":""workExperience"",""score"":0.0152366795},{""intent"":""Internship"",""score"":0.0132830292},{""intent"":""Research"",""score"":1.12302423E-05}],""entities"":[]}"
"rganising committee",04/26/2017 20:45:07,"{""query"":""rganising Committee"",""intents"":[{""intent"":""None"",""score"":0.36348334},{""intent"":""Interests"",""score"":0.09209515},{""intent"":""Education"",""score"":0.0548058},{""intent"":""languages"",""score"":0.0419960059},{""intent"":""skills"",""score"":0.0361166075},{""intent"":""workExperience"",""score"":0.015799446},{""intent"":""Internship"",""score"":0.0114036677},{""intent"":""Research"",""score"":2.377609E-06}],""entities"":[]}"
"work and experience",04/26/2017 20:45:07,"{""query"":""WORK AND EXPERIENCE"",""intents"":[{""intent"":""workExperience"",""score"":0.8653561},{""intent"":""None"",""score"":0.155197114},{""intent"":""Interests"",""score"":0.04902537},{""intent"":""languages"",""score"":0.0317840241},{""intent"":""skills"",""score"":0.0232892931},{""intent"":""Internship"",""score"":0.0227787569},{""intent"":""Education"",""score"":0.0222964883},{""intent"":""Research"",""score"":5.14284238E-07}],""entities"":[]}"
"organizing committee",04/26/2017 20:45:07,"{""query"":""Organizing Committee"",""intents"":[{""intent"":""None"",""score"":0.307523131},{""intent"":""Interests"",""score"":0.088328436},{""intent"":""Education"",""score"":0.0649318844},{""intent"":""languages"",""score"":0.0469942428},{""intent"":""skills"",""score"":0.0398030244},{""intent"":""workExperience"",""score"":0.0200348627},{""intent"":""Internship"",""score"":0.01482634},{""intent"":""Research"",""score"":4.91756873E-06}],""entities"":[]}"
"- maiden sports fest of nlu delhi.",04/26/2017 20:45:07,"{""query"":""- Maiden sports fest of NLU Delhi."",""intents"":[{""intent"":""None"",""score"":0.5763496},{""intent"":""languages"",""score"":0.0564847},{""intent"":""Interests"",""score"":0.05175044},{""intent"":""workExperience"",""score"":0.034179},{""intent"":""Internship"",""score"":0.0156569723},{""intent"":""skills"",""score"":0.0119898524},{""intent"":""Education"",""score"":0.007837368},{""intent"":""Research"",""score"":1.97839057E-07}],""entities"":[]}"
"2016 uncitral asia pacific day symposium",04/26/2017 20:45:07,"{""query"":""2016 UNCITRAL ASIA PACIFIC DAY SYMPOSIUM"",""intents"":[{""intent"":""None"",""score"":0.47502172},{""intent"":""Interests"",""score"":0.05800353},{""intent"":""languages"",""score"":0.0556409732},{""intent"":""workExperience"",""score"":0.0313133933},{""intent"":""Internship"",""score"":0.0163027626},{""intent"":""skills"",""score"":0.0161033589},{""intent"":""Education"",""score"":0.0136132408},{""intent"":""Research"",""score"":6.02922057E-07}],""entities"":[]}"
"uncitral",04/26/2017 20:45:07,"{""query"":""UNCITRAL"",""intents"":[{""intent"":""None"",""score"":0.6070128},{""intent"":""Interests"",""score"":0.138525441},{""intent"":""Education"",""score"":0.0459923},{""intent"":""skills"",""score"":0.03305011},{""intent"":""languages"",""score"":0.0210916176},{""intent"":""workExperience"",""score"":0.00355600449},{""intent"":""Internship"",""score"":0.002675045},{""intent"":""Research"",""score"":1.36729454E-07}],""entities"":[]}"
"communication skills:",04/26/2017 20:45:07,"{""query"":""Communication Skills: "",""intents"":[{""intent"":""None"",""score"":0.225290775},{""intent"":""languages"",""score"":0.200052455},{""intent"":""skills"",""score"":0.08936832},{""intent"":""Interests"",""score"":0.05863793},{""intent"":""Education"",""score"":0.0266152415},{""intent"":""workExperience"",""score"":0.0178667028},{""intent"":""Internship"",""score"":0.0105468249},{""intent"":""Research"",""score"":2.9010792E-07}],""entities"":[]}"
"university level:",04/26/2017 20:45:07,"{""query"":""University Level:"",""intents"":[{""intent"":""None"",""score"":0.35116905},{""intent"":""Interests"",""score"":0.07613056},{""intent"":""languages"",""score"":0.0507556945},{""intent"":""Education"",""score"":0.0397557281},{""intent"":""skills"",""score"":0.0298545547},{""intent"":""workExperience"",""score"":0.0243081357},{""intent"":""Internship"",""score"":0.01602716},{""intent"":""Research"",""score"":2.73710452E-06}],""entities"":[]}"
"indian vis pre moot organised by nlu delhi in association with international chamber of commerce, international court of arbitration, paris",04/26/2017 20:45:07,"{""query"":"" Indian Vis Pre Moot organised by NLU Delhi in association with International Chamber of Commerce, International Court of Arbitration, Paris"",""intents"":[{""intent"":""None"",""score"":0.7033205},{""intent"":""languages"",""score"":0.0736621544},{""intent"":""workExperience"",""score"":0.06539645},{""intent"":""Interests"",""score"":0.0320569947},{""intent"":""Internship"",""score"":0.0210442562},{""intent"":""skills"",""score"":0.00465033855},{""intent"":""Education"",""score"":0.0015141539},{""intent"":""Research"",""score"":3.430532E-08}],""entities"":[]}"
"nlu delhi",04/26/2017 20:45:07,"{""query"":""NLU DELHI"",""intents"":[{""intent"":""None"",""score"":0.3861193},{""intent"":""Interests"",""score"":0.09358055},{""intent"":""Education"",""score"":0.0513252579},{""intent"":""languages"",""score"":0.0402138755},{""intent"":""skills"",""score"":0.0347892828},{""intent"":""workExperience"",""score"":0.0144177116},{""intent"":""Internship"",""score"":0.0103072943},{""intent"":""Research"",""score"":1.798301E-06}],""entities"":[]}"
"skills and interests",04/26/2017 20:45:07,"{""query"":""SKILLS AND INTERESTS"",""intents"":[{""intent"":""languages"",""score"":0.196316928},{""intent"":""None"",""score"":0.165163189},{""intent"":""Interests"",""score"":0.164421991},{""intent"":""skills"",""score"":0.0880250558},{""intent"":""Education"",""score"":0.0187694728},{""intent"":""workExperience"",""score"":0.014531415},{""intent"":""Internship"",""score"":0.00772838062},{""intent"":""Research"",""score"":3.397116E-08}],""entities"":[]}"
"information technology:",04/26/2017 20:45:09,"{""query"":""Information Technology: "",""intents"":[{""intent"":""None"",""score"":0.35116905},{""intent"":""Interests"",""score"":0.07613056},{""intent"":""languages"",""score"":0.0507556945},{""intent"":""Education"",""score"":0.0397557281},{""intent"":""skills"",""score"":0.0298545547},{""intent"":""workExperience"",""score"":0.0243081357},{""intent"":""Internship"",""score"":0.01602716},{""intent"":""Research"",""score"":2.73710452E-06}],""entities"":[]}"
"centre for transnational commercial law (ctcl)",04/26/2017 20:45:09,"{""query"":""Centre for Transnational Commercial Law (CTCL)"",""intents"":[{""intent"":""None"",""score"":0.545854032},{""intent"":""languages"",""score"":0.05663257},{""intent"":""Interests"",""score"":0.0517276227},{""intent"":""workExperience"",""score"":0.0333738253},{""intent"":""Internship"",""score"":0.0155441472},{""intent"":""skills"",""score"":0.0119218631},{""intent"":""Education"",""score"":0.008046291},{""intent"":""Research"",""score"":2.62118164E-07}],""entities"":[]}"
"seminars attended:",04/26/2017 20:45:23,"{""query"":""Seminars Attended:"",""intents"":[{""intent"":""None"",""score"":0.35116905},{""intent"":""Interests"",""score"":0.07613056},{""intent"":""languages"",""score"":0.0507556945},{""intent"":""Education"",""score"":0.0397557281},{""intent"":""skills"",""score"":0.0298545547},{""intent"":""workExperience"",""score"":0.0243081357},{""intent"":""Internship"",""score"":0.01602716},{""intent"":""Research"",""score"":2.73710452E-06}],""entities"":[]}"
"education",04/26/2017 20:45:23,"{""query"":""EDUCATION"",""intents"":[{""intent"":""Education"",""score"":0.6149136},{""intent"":""None"",""score"":0.166489631},{""intent"":""Interests"",""score"":0.0852919742},{""intent"":""skills"",""score"":0.0510370471},{""intent"":""languages"",""score"":0.03428952},{""intent"":""workExperience"",""score"":0.01148574},{""intent"":""Internship"",""score"":0.0086537},{""intent"":""Research"",""score"":5.390907E-07}],""entities"":[]}"
